Instruction,tp
"VFMADDSUB213PS (XMM, XMM, XMM)",0.5
"VFMADDSUB213PS (YMM, YMM, M256)",0.5
"VFMADDSUB213PS (YMM, YMM, YMM)",0.5
"VFMADDSUB231PD (XMM, XMM, M128)",0.5
"VFMADDSUB231PD (XMM, XMM, XMM)",0.5
"VFMADDSUB231PD (YMM, YMM, M256)",0.5
"VFMADDSUB231PD (YMM, YMM, YMM)",0.5
"VFMADDSUB231PS (XMM, XMM, M128)",0.5
"VFMADDSUB231PS (XMM, XMM, XMM)",0.5
"VFMADDSUB231PS (YMM, YMM, M256)",0.5
"VFMADDSUB231PS (YMM, YMM, YMM)",0.5
"VFMSUB132PD (XMM, XMM, M128)",0.5
"VFMSUB132PD (XMM, XMM, XMM)",0.5
"VFMSUB132PD (YMM, YMM, M256)",0.5
"VFMSUB132PD (YMM, YMM, YMM)",0.5
"VFMSUB132PS (XMM, XMM, M128)",0.5
"VFMSUB132PS (XMM, XMM, XMM)",0.5
"VFMSUB132PS (YMM, YMM, M256)",0.5
"VFMSUB132PS (YMM, YMM, YMM)",0.5
"VFMSUB132SD (XMM, XMM, M64)",0.5
"VFMSUB132SD (XMM, XMM, XMM)",0.5
"VFMSUB132SS (XMM, XMM, M32)",0.5
"VFMSUB132SS (XMM, XMM, XMM)",0.5
"VFMSUB213PD (XMM, XMM, M128)",0.5
"VFMSUB213PD (XMM, XMM, XMM)",0.5
"VFMSUB213PD (YMM, YMM, M256)",0.5
"VFMSUB213PD (YMM, YMM, YMM)",0.5
"VFMSUB213PS (XMM, XMM, M128)",0.5
"VFMSUB213PS (XMM, XMM, XMM)",0.5
"VFMSUB213PS (YMM, YMM, M256)",0.5
"VFMSUB213PS (YMM, YMM, YMM)",0.5
"VFMSUB213SD (XMM, XMM, M64)",0.5
"VFMSUB213SD (XMM, XMM, XMM)",0.5
"VFMSUB213SS (XMM, XMM, M32)",0.5
"VFMSUB213SS (XMM, XMM, XMM)",0.5
"VFMSUB231PD (XMM, XMM, M128)",0.5
"VFMSUB231PD (XMM, XMM, XMM)",0.5
"VFMSUB231PD (YMM, YMM, M256)",0.5
"VFMSUB231PD (YMM, YMM, YMM)",0.5
"VFMSUB231PS (XMM, XMM, M128)",0.5
"VFMSUB231PS (XMM, XMM, XMM)",0.5
"VFMSUB231PS (YMM, YMM, M256)",0.5
"VFMSUB231PS (YMM, YMM, YMM)",0.5
"VFMSUB231SD (XMM, XMM, M64)",0.5
"VFMSUB231SD (XMM, XMM, XMM)",0.5
"VFMSUB231SS (XMM, XMM, M32)",0.5
"VFMSUB231SS (XMM, XMM, XMM)",0.5
"VFMSUBADD132PD (XMM, XMM, M128)",0.5
"VFMSUBADD132PD (XMM, XMM, XMM)",0.5
"VFMSUBADD132PD (YMM, YMM, M256)",0.5
"VFMSUBADD132PD (YMM, YMM, YMM)",0.5
"VFMSUBADD132PS (XMM, XMM, M128)",0.5
"VFMSUBADD132PS (XMM, XMM, XMM)",0.5
"VFMSUBADD132PS (YMM, YMM, M256)",0.5
"VFMSUBADD132PS (YMM, YMM, YMM)",0.5
"VFMSUBADD213PD (XMM, XMM, M128)",0.5
"VFMSUBADD213PD (XMM, XMM, XMM)",0.5
"VFMSUBADD213PD (YMM, YMM, M256)",0.5
"VFMSUBADD213PD (YMM, YMM, YMM)",0.5
"VFMSUBADD213PS (XMM, XMM, M128)",0.5
"VFMSUBADD213PS (XMM, XMM, XMM)",0.5
"VFMSUBADD213PS (YMM, YMM, M256)",0.5
"VFMSUBADD213PS (YMM, YMM, YMM)",0.5
"VFMSUBADD231PD (XMM, XMM, M128)",0.5
"VFMSUBADD231PD (XMM, XMM, XMM)",0.5
"VFMSUBADD231PD (YMM, YMM, M256)",0.5
"VFMSUBADD231PD (YMM, YMM, YMM)",0.5
"VFMSUBADD231PS (XMM, XMM, M128)",0.5
"VFMSUBADD231PS (XMM, XMM, XMM)",0.5
"VFMSUBADD231PS (YMM, YMM, M256)",0.5
"VFMSUBADD231PS (YMM, YMM, YMM)",0.5
"VFNMADD132PD (XMM, XMM, M128)",0.5
"VFNMADD132PD (XMM, XMM, XMM)",0.5
"VFNMADD132PD (YMM, YMM, M256)",0.5
"VFNMADD132PD (YMM, YMM, YMM)",0.5
"VFNMADD132PS (XMM, XMM, M128)",0.5
"VFNMADD132PS (XMM, XMM, XMM)",0.5
"VFNMADD132PS (YMM, YMM, M256)",0.5
"VFNMADD132PS (YMM, YMM, YMM)",0.5
"VFNMADD132SD (XMM, XMM, M64)",0.5
"VFNMADD132SD (XMM, XMM, XMM)",0.5
"VFNMADD132SS (XMM, XMM, M32)",0.5
"VFNMADD132SS (XMM, XMM, XMM)",0.5
"VFNMADD213PD (XMM, XMM, M128)",0.5
"VFNMADD213PD (XMM, XMM, XMM)",0.5
"VFNMADD213PD (YMM, YMM, M256)",0.5
"VFNMADD213PD (YMM, YMM, YMM)",0.5
"VFNMADD213PS (XMM, XMM, M128)",0.5
"VFNMADD213PS (XMM, XMM, XMM)",0.5
"VFNMADD213PS (YMM, YMM, M256)",0.5
"VFNMADD213PS (YMM, YMM, YMM)",0.5
"VFNMADD213SD (XMM, XMM, M64)",0.5
"VFNMADD213SD (XMM, XMM, XMM)",0.5
"VFNMADD213SS (XMM, XMM, M32)",0.5
"VFNMADD213SS (XMM, XMM, XMM)",0.5
"VFNMADD231PD (XMM, XMM, M128)",0.5
"VFNMADD231PD (XMM, XMM, XMM)",0.5
"VFNMADD231PD (YMM, YMM, M256)",0.5
"VFNMADD231PD (YMM, YMM, YMM)",0.5
"VFNMADD231PS (XMM, XMM, M128)",0.5
"VFNMADD231PS (XMM, XMM, XMM)",0.5
"VFNMADD231PS (YMM, YMM, M256)",0.5
"VFNMADD231PS (YMM, YMM, YMM)",0.5
"VFNMADD231SD (XMM, XMM, M64)",0.5
"VFNMADD231SD (XMM, XMM, XMM)",0.5
"VFNMADD231SS (XMM, XMM, M32)",0.5
"VFNMADD231SS (XMM, XMM, XMM)",0.5
"VFNMSUB132PD (XMM, XMM, M128)",0.5
"VFNMSUB132PD (XMM, XMM, XMM)",0.5
"VFNMSUB132PD (YMM, YMM, M256)",0.5
"VFNMSUB132PD (YMM, YMM, YMM)",0.5
"VFNMSUB132PS (XMM, XMM, M128)",0.5
"VFNMSUB132PS (XMM, XMM, XMM)",0.5
"VFNMSUB132PS (YMM, YMM, M256)",0.5
"VFNMSUB132PS (YMM, YMM, YMM)",0.5
"VFNMSUB132SD (XMM, XMM, M64)",0.5
"VFNMSUB132SD (XMM, XMM, XMM)",0.5
"VFNMSUB132SS (XMM, XMM, M32)",0.5
"VFNMSUB132SS (XMM, XMM, XMM)",0.5
"VFNMSUB213PD (XMM, XMM, M128)",0.5
"VFNMSUB213PD (XMM, XMM, XMM)",0.5
"VFNMSUB213PD (YMM, YMM, M256)",0.5
"VFNMSUB213PD (YMM, YMM, YMM)",0.5
"VFNMSUB213PS (XMM, XMM, M128)",0.5
"VFNMSUB213PS (XMM, XMM, XMM)",0.5
"VFNMSUB213PS (YMM, YMM, M256)",0.5
"VFNMSUB213PS (YMM, YMM, YMM)",0.5
"VFNMSUB213SD (XMM, XMM, M64)",0.5
"VFNMSUB213SD (XMM, XMM, XMM)",0.5
"VFNMSUB213SS (XMM, XMM, M32)",0.5
"VFNMSUB213SS (XMM, XMM, XMM)",0.5
"VFNMSUB231PD (XMM, XMM, M128)",0.5
"VFNMSUB231PD (XMM, XMM, XMM)",0.5
"VFNMSUB231PD (YMM, YMM, M256)",0.5
"VFNMSUB231PD (YMM, YMM, YMM)",0.5
"VFNMSUB231PS (XMM, XMM, M128)",0.5
"VFNMSUB231PS (XMM, XMM, XMM)",0.5
"VFNMSUB231PS (YMM, YMM, M256)",0.5
"VFNMSUB231PS (YMM, YMM, YMM)",0.5
"VFNMSUB231SD (XMM, XMM, M64)",0.5
"VFNMSUB231SD (XMM, XMM, XMM)",0.5
"VFNMSUB231SS (XMM, XMM, M32)",0.5
"VFNMSUB231SS (XMM, XMM, XMM)",0.5
CDQE,0.54
CMPSQ,4.0
CMPSQ_REPE,41.23
CMPSQ_REPNE,41.23
CMPXCHG16B (M128),9.0
CMPXCHG16B_LOCK (M128),25.02
CQO,0.5
LODSQ,1.0
LODSQ_REPE,41.23
LODSQ_REPNE,41.23
MOVSQ,4.0
MOVSQ_REPE,22.0
MOVSQ_REPNE,22.0
"MOVSXD (R64, M32)",0.5
"MOVSXD (R64, R32)",0.25
POPFQ,20.0
PUSHFQ,1.0
SCASQ,1.2
SCASQ_REPE,41.23
SCASQ_REPNE,41.23
STOSQ,1.02
STOSQ_REPE,23.02
STOSQ_REPNE,23.02
"LZCNT (R16, M16)",1.0
"LZCNT (R16, R16)",1.0
"LZCNT (R32, M32)",1.0
"LZCNT (R32, R32)",1.0
"LZCNT (R64, M64)",1.0
"LZCNT (R64, R64)",1.0
EMMS,13.0
"MASKMOVQ (MM, MM)",1.0
"MOVD (M32, MM)",1.0
"MOVD (MM, M32)",0.5
"MOVD (MM, R32)",1.0
"MOVD (R32, MM)",1.0
"MOVNTQ (M64, MM)",1.0
"MOVQ (M64, MM)",1.0
"MOVQ (MM, M64)",0.5
"MOVQ (MM, R64)",1.0
"MOVQ (R64, MM)",1.0
"MOVQ_0F6F (MM, MM)",0.33
"MOVQ_0F7F (MM, MM)",0.33
"PACKSSDW (MM, M64)",2.0
"PACKSSDW (MM, MM)",2.0
"PACKSSWB (MM, M64)",2.0
"PACKSSWB (MM, MM)",2.0
"PACKUSWB (MM, M64)",2.0
"PACKUSWB (MM, MM)",2.0
"PADDB (MM, M64)",0.5
"PADDB (MM, MM)",0.5
"PADDD (MM, M64)",0.5
"PADDD (MM, MM)",0.5
"PADDSB (MM, M64)",0.5
"PADDSB (MM, MM)",0.5
"PADDSW (MM, M64)",0.5
"PADDSW (MM, MM)",0.5
"PADDUSB (MM, M64)",0.5
"PADDUSB (MM, MM)",0.5
"PADDUSW (MM, M64)",0.5
"PADDUSW (MM, MM)",0.5
"PADDW (MM, M64)",0.5
"PADDW (MM, MM)",0.5
"PAND (MM, M64)",0.5
"PAND (MM, MM)",0.33
"PANDN (MM, M64)",0.5
"PANDN (MM, MM)",0.33
"PAVGB (MM, M64)",0.5
"PAVGB (MM, MM)",0.5
"PAVGW (MM, M64)",0.5
"PAVGW (MM, MM)",0.5
"PCMPEQB (MM, M64)",0.5
"PCMPEQB (MM, MM)",0.5
"PCMPEQD (MM, M64)",0.5
"PCMPEQD (MM, MM)",0.5
"PCMPEQW (MM, M64)",0.5
"PCMPEQW (MM, MM)",0.5
"PCMPGTB (MM, M64)",0.5
"PCMPGTB (MM, MM)",0.5
"PCMPGTD (MM, M64)",0.5
"PCMPGTD (MM, MM)",0.5
"PCMPGTW (MM, M64)",0.5
"PCMPGTW (MM, MM)",0.5
"PEXTRW (R32, MM, I8)",1.0
"PINSRW (MM, M16, I8)",1.0
"PINSRW (MM, R32, I8)",2.0
"PMADDWD (MM, M64)",1.0
"PMADDWD (MM, MM)",1.0
"PMAXSW (MM, M64)",0.5
"PMAXSW (MM, MM)",0.5
"PMAXUB (MM, M64)",0.5
"PMAXUB (MM, MM)",0.5
"PMINSW (MM, M64)",0.5
"PMINSW (MM, MM)",0.5
"PMINUB (MM, M64)",0.5
"PMINUB (MM, MM)",0.5
"PMOVMSKB (R32, MM)",1.0
"PMULHUW (MM, M64)",1.0
"PMULHUW (MM, MM)",1.0
"PMULHW (MM, M64)",1.0
"PMULHW (MM, MM)",1.0
"PMULLW (MM, M64)",1.0
"PMULLW (MM, MM)",1.0
"POR (MM, M64)",0.5
"POR (MM, MM)",0.33
"PSADBW (MM, M64)",1.0
"PSADBW (MM, MM)",1.0
"PSHUFW (MM, M64, I8)",1.0
"PSHUFW (MM, MM, I8)",1.0
"PSLLD (MM, I8)",1.0
"PSLLD (MM, M64)",1.0
"PSLLD (MM, MM)",1.0
"PSLLQ (MM, I8)",1.0
"PSLLQ (MM, M64)",1.0
"PSLLQ (MM, MM)",1.0
"PSLLW (MM, I8)",1.0
"PSLLW (MM, M64)",1.0
"PSLLW (MM, MM)",1.0
"PSRAD (MM, I8)",1.0
"PSRAD (MM, M64)",1.0
"PSRAD (MM, MM)",1.0
"PSRAW (MM, I8)",1.0
"PSRAW (MM, M64)",1.0
"PSRAW (MM, MM)",1.0
"PSRLD (MM, I8)",1.0
"PSRLD (MM, M64)",1.0
"PSRLD (MM, MM)",1.0
"PSRLQ (MM, I8)",1.0
"PSRLQ (MM, M64)",1.0
"PSRLQ (MM, MM)",1.0
"PSRLW (MM, I8)",1.0
"PSRLW (MM, M64)",1.0
"PSRLW (MM, MM)",1.0
"PSUBB (MM, M64)",0.5
"PSUBB (MM, MM)",0.5
"PSUBD (MM, M64)",0.5
"PSUBD (MM, MM)",0.5
"PSUBSB (MM, M64)",0.5
"PSUBSB (MM, MM)",0.5
"PSUBSW (MM, M64)",0.5
"PSUBSW (MM, MM)",0.5
"PSUBUSB (MM, M64)",0.5
"PSUBUSB (MM, MM)",0.5
"PSUBUSW (MM, M64)",0.5
"PSUBUSW (MM, MM)",0.5
"PSUBW (MM, M64)",0.5
"PSUBW (MM, MM)",0.5
"PUNPCKHBW (MM, M64)",1.0
"PUNPCKHBW (MM, MM)",1.0
"PUNPCKHDQ (MM, M64)",1.0
"PUNPCKHDQ (MM, MM)",1.0
"PUNPCKHWD (MM, M64)",1.0
"PUNPCKHWD (MM, MM)",1.0
"PUNPCKLBW (MM, M32)",1.0
"PUNPCKLBW (MM, MM)",1.0
"PUNPCKLDQ (MM, M32)",1.0
"PUNPCKLDQ (MM, MM)",1.0
"PUNPCKLWD (MM, M32)",1.0
"PUNPCKLWD (MM, MM)",1.0
"PXOR (MM, M64)",0.5
"PXOR (MM, MM)",0.33
"MOVBE (M16, R16)",1.0
"MOVBE (M32, R32)",1.0
"MOVBE (M64, R64)",1.0
"MOVBE (R16, M16)",0.8
"MOVBE (R32, M32)",0.5
"MOVBE (R64, M64)",0.75
PAUSE,9.0
"PCLMULQDQ (XMM, M128, I8)",2.0
"PCLMULQDQ (XMM, XMM, I8)",2.0
RDRAND (R16),2423.42
RDRAND (R32),2379.28
RDRAND (R64),2381.62
RDTSCP,30.0
"ADDPS (XMM, M128)",1.0
"ADDPS (XMM, XMM)",1.0
"ADDSS (XMM, M32)",1.0
"ADDSS (XMM, XMM)",1.0
"ANDNPS (XMM, M128)",1.0
"ANDNPS (XMM, XMM)",1.0
"ANDPS (XMM, M128)",1.0
"ANDPS (XMM, XMM)",1.0
"CMPPS (XMM, M128, I8)",1.0
"CMPPS (XMM, XMM, I8)",1.0
"CMPSS (XMM, M32, I8)",1.0
"CMPSS (XMM, XMM, I8)",1.0
"COMISS (XMM, M32)",1.0
"COMISS (XMM, XMM)",1.0
"CVTPI2PS (XMM, M64)",1.0
"CVTPI2PS (XMM, MM)",1.0
"CVTPS2PI (MM, M64)",1.0
"CVTPS2PI (MM, XMM)",1.0
"CVTSI2SS (XMM, M32)",1.0
"CVTSI2SS (XMM, M64)",1.0
"CVTSI2SS (XMM, R32)",1.0
"CVTSI2SS (XMM, R64)",2.0
"CVTSS2SI (R32, M32)",1.0
"CVTSS2SI (R32, XMM)",1.0
"CVTSS2SI (R64, M32)",1.0
"CVTSS2SI (R64, XMM)",1.0
"CVTTPS2PI (MM, M64)",1.0
"CVTTPS2PI (MM, XMM)",1.0
"CVTTSS2SI (R32, M32)",1.0
"CVTTSS2SI (R32, XMM)",1.0
"CVTTSS2SI (R64, M32)",1.0
"CVTTSS2SI (R64, XMM)",1.0
"DIVPS (XMM, M128)",7.0
"DIVPS (XMM, XMM)",7.03
"DIVSS (XMM, M32)",7.0
"DIVSS (XMM, XMM)",7.03
FXSAVE (M4096),66.25
FXSAVE64 (M4096),66.25
LDMXCSR (M32),2.29
"MAXPS (XMM, M128)",1.0
"MAXPS (XMM, XMM)",1.0
"MAXSS (XMM, M32)",1.0
"MAXSS (XMM, XMM)",1.0
"MINPS (XMM, M128)",1.0
"MINPS (XMM, XMM)",1.0
"MINSS (XMM, M32)",1.0
"MINSS (XMM, XMM)",1.0
"MOVAPS (M128, XMM)",1.0
"MOVAPS (XMM, M128)",0.5
"MOVAPS_0F28 (XMM, XMM)",0.56
"MOVAPS_0F29 (XMM, XMM)",0.56
"MOVHLPS (XMM, XMM)",1.0
"MOVHPS (M64, XMM)",1.0
"MOVHPS (XMM, M64)",1.0
"MOVLHPS (XMM, XMM)",1.0
"MOVLPS (M64, XMM)",1.0
"MOVLPS (XMM, M64)",1.0
"MOVMSKPS (R32, XMM)",1.0
"MOVNTPS (M128, XMM)",1.0
"MOVSS (M32, XMM)",1.0
"MOVSS (XMM, M32)",0.5
"MOVSS_0F10 (XMM, XMM)",1.0
"MOVSS_0F11 (XMM, XMM)",1.0
"MOVUPS (M128, XMM)",1.0
"MOVUPS (XMM, M128)",0.5
"MOVUPS_0F10 (XMM, XMM)",0.56
"MOVUPS_0F11 (XMM, XMM)",0.56
"MULPS (XMM, M128)",0.5
"MULPS (XMM, XMM)",0.5
"MULSS (XMM, M32)",0.5
"MULSS (XMM, XMM)",0.5
"ORPS (XMM, M128)",1.0
"ORPS (XMM, XMM)",1.0
PREFETCHNTA (M512),0.5
PREFETCHT0 (M512),0.5
PREFETCHT1 (M512),0.5
PREFETCHT2 (M512),0.5
"RCPPS (XMM, M128)",1.0
"RCPPS (XMM, XMM)",1.0
"RCPSS (XMM, M32)",1.0
"RCPSS (XMM, XMM)",1.0
"RSQRTPS (XMM, M128)",1.0
"RSQRTPS (XMM, XMM)",1.0
"RSQRTSS (XMM, M32)",1.0
"RSQRTSS (XMM, XMM)",1.0
SFENCE,5.98
"SHUFPS (XMM, M128, I8)",1.0
"SHUFPS (XMM, XMM, I8)",1.0
"SQRTPS (XMM, M128)",7.0
"SQRTPS (XMM, XMM)",7.02
"SQRTSS (XMM, M32)",7.0
"SQRTSS (XMM, XMM)",7.03
STMXCSR (M32),1.0
"SUBPS (XMM, M128)",1.0
"SUBPS (XMM, XMM)",1.0
"SUBSS (XMM, M32)",1.0
"SUBSS (XMM, XMM)",1.0
"UCOMISS (XMM, M32)",1.0
"UCOMISS (XMM, XMM)",1.0
"UNPCKHPS (XMM, M128)",1.0
"UNPCKHPS (XMM, XMM)",1.0
"UNPCKLPS (XMM, M128)",1.0
"UNPCKLPS (XMM, XMM)",1.0
"XORPS (XMM, M128)",1.0
"XORPS (XMM, XMM)",1.0
"ADDPD (XMM, M128)",1.0
"ADDPD (XMM, XMM)",1.0
"ADDSD (XMM, M64)",1.0
"ADDSD (XMM, XMM)",1.0
"ANDNPD (XMM, M128)",1.0
"ANDNPD (XMM, XMM)",1.0
"ANDPD (XMM, M128)",1.0
"ANDPD (XMM, XMM)",1.0
"CMPPD (XMM, M128, I8)",1.0
"CMPPD (XMM, XMM, I8)",1.0
"CMPSD_XMM (XMM, M64, I8)",1.0
"CMPSD_XMM (XMM, XMM, I8)",1.0
"COMISD (XMM, M64)",1.0
"COMISD (XMM, XMM)",1.0
"CVTDQ2PD (XMM, M64)",1.0
"CVTDQ2PD (XMM, XMM)",1.0
"CVTDQ2PS (XMM, M128)",1.0
"CVTDQ2PS (XMM, XMM)",1.0
"CVTPD2DQ (XMM, M128)",1.0
"CVTPD2DQ (XMM, XMM)",1.0
"CVTPD2PI (MM, M128)",1.0
"CVTPD2PI (MM, XMM)",1.0
"CVTPD2PS (XMM, M128)",1.0
"CVTPD2PS (XMM, XMM)",1.0
"CVTPI2PD (XMM, M64)",1.0
"CVTPI2PD (XMM, MM)",1.0
"CVTPS2DQ (XMM, M128)",1.0
"CVTPS2DQ (XMM, XMM)",1.0
"CVTPS2PD (XMM, M64)",1.0
"CVTPS2PD (XMM, XMM)",1.0
"CVTSD2SI (R32, M64)",1.0
"CVTSD2SI (R32, XMM)",1.0
"CVTSD2SI (R64, M64)",1.0
"CVTSD2SI (R64, XMM)",1.0
"CVTSD2SS (XMM, M64)",1.0
"CVTSD2SS (XMM, XMM)",1.0
"CVTSI2SD (XMM, M32)",1.0
"CVTSI2SD (XMM, M64)",1.0
"CVTSI2SD (XMM, R32)",1.0
"CVTSI2SD (XMM, R64)",1.0
"CVTSS2SD (XMM, M32)",1.0
"CVTSS2SD (XMM, XMM)",1.0
"CVTTPD2DQ (XMM, M128)",1.0
"CVTTPD2DQ (XMM, XMM)",1.0
"CVTTPD2PI (MM, M128)",1.0
"CVTTPD2PI (MM, XMM)",1.0
"CVTTPS2DQ (XMM, M128)",1.0
"CVTTPS2DQ (XMM, XMM)",1.0
"CVTTSD2SI (R32, M64)",1.0
"CVTTSD2SI (R32, XMM)",1.0
"CVTTSD2SI (R64, M64)",1.0
"CVTTSD2SI (R64, XMM)",1.0
"DIVPD (XMM, M128)",8.0
"DIVPD (XMM, XMM)",8.04
"DIVSD (XMM, M64)",8.0
"DIVSD (XMM, XMM)",8.04
LFENCE,4.0
"MASKMOVDQU (XMM, XMM)",6.0
"MAXPD (XMM, M128)",1.0
"MAXPD (XMM, XMM)",1.0
"MAXSD (XMM, M64)",1.0
"MAXSD (XMM, XMM)",1.0
MFENCE,33.25
"MINPD (XMM, M128)",1.0
"MINPD (XMM, XMM)",1.0
"MINSD (XMM, M64)",1.0
"MINSD (XMM, XMM)",1.0
"MOVAPD (M128, XMM)",1.0
"MOVAPD (XMM, M128)",0.5
"MOVAPD_0F28 (XMM, XMM)",0.56
"MOVAPD_0F29 (XMM, XMM)",0.56
"MOVD (M32, XMM)",1.0
"MOVD (R32, XMM)",1.0
"MOVD (XMM, M32)",0.5
"MOVD (XMM, R32)",1.0
"MOVDQ2Q (MM, XMM)",1.0
"MOVDQA (M128, XMM)",1.0
"MOVDQA (XMM, M128)",0.5
"MOVDQA_0F6F (XMM, XMM)",0.25
"MOVDQA_0F7F (XMM, XMM)",0.25
"MOVDQU (M128, XMM)",1.0
"MOVDQU (XMM, M128)",0.5
"MOVDQU_0F6F (XMM, XMM)",0.25
"MOVDQU_0F7F (XMM, XMM)",0.25
"MOVHPD (M64, XMM)",1.0
"MOVHPD (XMM, M64)",1.0
"MOVLPD (M64, XMM)",1.0
"MOVLPD (XMM, M64)",1.0
"MOVMSKPD (R32, XMM)",1.0
"MOVNTDQ (M128, XMM)",1.0
"MOVNTI (M32, R32)",1.0
"MOVNTI (M64, R64)",1.0
"MOVNTPD (M128, XMM)",1.0
"MOVQ (M64, XMM)",1.0
"MOVQ (R64, XMM)",1.0
"MOVQ (XMM, M64)",0.5
"MOVQ (XMM, R64)",1.0
"MOVQ2DQ (XMM, MM)",0.33
"MOVQ_0F7E (XMM, XMM)",0.33
"MOVQ_0FD6 (XMM, XMM)",0.33
"MOVSD_XMM (M64, XMM)",1.0
"MOVSD_XMM (XMM, M64)",0.5
"MOVSD_XMM_0F10 (XMM, XMM)",1.0
"MOVSD_XMM_0F11 (XMM, XMM)",1.0
"MOVUPD (M128, XMM)",1.0
"MOVUPD (XMM, M128)",0.5
"MOVUPD_0F10 (XMM, XMM)",0.56
"MOVUPD_0F11 (XMM, XMM)",0.56
"MULPD (XMM, M128)",0.5
"MULPD (XMM, XMM)",0.5
"MULSD (XMM, M64)",0.5
"MULSD (XMM, XMM)",0.5
"ORPD (XMM, M128)",1.0
"ORPD (XMM, XMM)",1.0
"PACKSSDW (XMM, M128)",1.0
"PACKSSDW (XMM, XMM)",1.0
"PACKSSWB (XMM, M128)",1.0
"PACKSSWB (XMM, XMM)",1.0
"PACKUSWB (XMM, M128)",1.0
"PACKUSWB (XMM, XMM)",1.0
"PADDB (XMM, M128)",0.5
"PADDB (XMM, XMM)",0.5
"PADDD (XMM, M128)",0.5
"PADDD (XMM, XMM)",0.5
"PADDQ (MM, M64)",0.5
"PADDQ (MM, MM)",0.5
"PADDQ (XMM, M128)",0.5
"PADDQ (XMM, XMM)",0.5
"PADDSB (XMM, M128)",0.5
"PADDSB (XMM, XMM)",0.5
"PADDSW (XMM, M128)",0.5
"PADDSW (XMM, XMM)",0.5
"PADDUSB (XMM, M128)",0.5
"PADDUSB (XMM, XMM)",0.5
"PADDUSW (XMM, M128)",0.5
"PADDUSW (XMM, XMM)",0.5
"PADDW (XMM, M128)",0.5
"PADDW (XMM, XMM)",0.5
"PAND (XMM, M128)",0.5
"PAND (XMM, XMM)",0.33
"PANDN (XMM, M128)",0.5
"PANDN (XMM, XMM)",0.33
"PAVGB (XMM, M128)",0.5
"PAVGB (XMM, XMM)",0.5
"PAVGW (XMM, M128)",0.5
"PAVGW (XMM, XMM)",0.5
"PCMPEQB (XMM, M128)",0.5
"PCMPEQB (XMM, XMM)",0.5
"PCMPEQD (XMM, M128)",0.5
"PCMPEQD (XMM, XMM)",0.5
"PCMPEQW (XMM, M128)",0.5
"PCMPEQW (XMM, XMM)",0.5
"PCMPGTB (XMM, M128)",0.5
"PCMPGTB (XMM, XMM)",0.5
"PCMPGTD (XMM, M128)",0.5
"PCMPGTD (XMM, XMM)",0.5
"PCMPGTW (XMM, M128)",0.5
"PCMPGTW (XMM, XMM)",0.5
"PEXTRW (R32, XMM, I8)",1.0
"PINSRW (XMM, M16, I8)",1.0
"PINSRW (XMM, R32, I8)",2.0
"PMADDWD (XMM, M128)",1.0
"PMADDWD (XMM, XMM)",1.0
"PMAXSW (XMM, M128)",0.5
"PMAXSW (XMM, XMM)",0.5
"PMAXUB (XMM, M128)",0.5
"PMAXUB (XMM, XMM)",0.5
"PMINSW (XMM, M128)",0.5
"PMINSW (XMM, XMM)",0.5
"PMINUB (XMM, M128)",0.5
"PMINUB (XMM, XMM)",0.5
"PMOVMSKB (R32, XMM)",1.0
"PMULHUW (XMM, M128)",1.0
"PMULHUW (XMM, XMM)",1.0
"PMULHW (XMM, M128)",1.0
"PMULHW (XMM, XMM)",1.0
"PMULLW (XMM, M128)",1.0
"PMULLW (XMM, XMM)",1.0
"PMULUDQ (MM, M64)",1.0
"PMULUDQ (MM, MM)",1.0
"PMULUDQ (XMM, M128)",1.0
"PMULUDQ (XMM, XMM)",1.0
"POR (XMM, M128)",0.5
"POR (XMM, XMM)",0.33
"PSADBW (XMM, M128)",1.0
"PSADBW (XMM, XMM)",1.0
"PSHUFD (XMM, M128, I8)",1.0
"PSHUFD (XMM, XMM, I8)",1.0
"PSHUFHW (XMM, M128, I8)",1.0
"PSHUFHW (XMM, XMM, I8)",1.0
"PSHUFLW (XMM, M128, I8)",1.0
"PSHUFLW (XMM, XMM, I8)",1.0
"PSLLD (XMM, I8)",1.0
"PSLLD (XMM, M128)",1.0
"PSLLD (XMM, XMM)",1.0
"PSLLDQ (XMM, I8)",1.0
"PSLLQ (XMM, I8)",1.0
"PSLLQ (XMM, M128)",1.0
"PSLLQ (XMM, XMM)",1.0
"PSLLW (XMM, I8)",1.0
"PSLLW (XMM, M128)",1.0
"PSLLW (XMM, XMM)",1.0
"PSRAD (XMM, I8)",1.0
"PSRAD (XMM, M128)",1.0
"PSRAD (XMM, XMM)",1.0
"PSRAW (XMM, I8)",1.0
"PSRAW (XMM, M128)",1.0
"PSRAW (XMM, XMM)",1.0
"PSRLD (XMM, I8)",1.0
"PSRLD (XMM, M128)",1.0
"PSRLD (XMM, XMM)",1.0
"PSRLDQ (XMM, I8)",1.0
"PSRLQ (XMM, I8)",1.0
"PSRLQ (XMM, M128)",1.0
"PSRLQ (XMM, XMM)",1.0
"PSRLW (XMM, I8)",1.0
"PSRLW (XMM, M128)",1.0
"PSRLW (XMM, XMM)",1.0
"PSUBB (XMM, M128)",0.5
"PSUBB (XMM, XMM)",0.5
"PSUBD (XMM, M128)",0.5
"PSUBD (XMM, XMM)",0.5
"PSUBQ (MM, M64)",0.5
"PSUBQ (MM, MM)",0.5
"PSUBQ (XMM, M128)",0.5
